what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348203955995
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348203957571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1348203958528
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348204054737
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348204087915
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1348204121630
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348204125364
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204137135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204137884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204139618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204162262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204235486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204250295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348204267571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204301865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204372639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348204373470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204413405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204434902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348204456563
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1348204475550
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1348204477928
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1348204480212
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348204487828
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1348204502659
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204580899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204581252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348204614796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206632722
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206634786
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206638174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206639729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206710490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206757386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206827702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1348206835555
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1348206855745
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206861215
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348206918024
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1348206920252
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1348206920601
