what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1348460134182
java.vendor,sysinfo,,,"Apple Inc.",1348460134182
java.version,sysinfo,,,"1.6.0_35",1348460134182
java.vm.info,sysinfo,,,"mixed mode",1348460134182
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1348460134182
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348460134182
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348460134182
java.vm.specification.version,sysinfo,,,"1.0",1348460134182
java.vm.vendor,sysinfo,,,"Apple Inc.",1348460134182
java.vm.version,sysinfo,,,"20.10-b01-428",1348460134182
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1348460134217
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1348460134919
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1348460136579
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1348460141198
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1348460151594
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348460151644
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1348460153404
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1348460153442
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1348460153555
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1348460157247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348460164894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461280428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461298663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461359065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1348461430711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461439031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461449987
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461522074
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461581139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.navigate.backwardHistory",1348461586821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461587874
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461597613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461603529
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1348461637608
error,log,,,"Warning: Ignoring name conflict in resource file for name hello_world",1348461667943
error,log,,,"Warning: Ignoring name conflict in resource file for name menu_settings",1348461667944
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1348461667984
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1348461668000
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1348461668034
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1348461668046
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1348461668065
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1348461668072
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1348461668074
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1348461668080
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1348461668150
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1348461668154
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1348461668218
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1348461668458
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1348461668668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1348461668894
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1348461669034
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1348461669115
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1348461669137
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1348461670064
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1348461670459
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1348461670562
opened,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348461672586
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348461672969
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1348461676913
activated,editor,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.editors.CommonXmlEditor",1348461678491
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1348461693184
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1348461693336
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1348461698512
